     X         I1 (Y=0.2522)     Error1      I2 (Y=0.3649)     Error2      I3 (Y=0.4692)     Error3      I4 (Y=0.5576)     Error4      I5 (Y=0.6193)     Error5      I6 (Y=0.7467)     Error6      I7 (Y=0.8707)     Error7      I8 (Y=0.9907)     Error8       I9 (Y=1.106)     Error9      I10 (Y=1.217)    Error10      I11 (Y=1.321)    Error11      I12 (Y=1.420)    Error12      I13 (Y=1.513)    Error13      I14 (Y=1.598)    Error14      I15 (Y=1.676)    Error15      I16 (Y=1.749)    Error16    
-2.78388E+000   9.63036E-005   4.19590E-005   8.94532E-005   2.94576E-005   2.41700E-005   2.17914E-005   1.02111E-004   4.55463E-005   4.30273E-005   5.24740E-005   6.89425E-005   4.02024E-005  -1.59667E-006   2.24070E-005  -2.50153E-005   2.54091E-005  -1.62498E-005   2.60450E-005   4.33066E-005   2.49619E-005   5.72803E-005   3.52291E-005   1.92610E-005   3.09243E-005   3.91781E-005   3.47573E-005   1.14380E-004   7.17613E-005   2.55289E-005   6.82847E-005   3.34224E-004   1.74585E-004
-2.68620E+000   9.05744E-005   5.02178E-005   3.71486E-005   3.41926E-005   1.14759E-005   2.57938E-005   1.01927E-004   5.47051E-005   4.37974E-005   6.30979E-005   1.18622E-004   5.20956E-005  -4.79837E-005   2.23294E-005   1.03648E-004   4.11936E-005   3.67815E-005   3.64128E-005   4.21495E-006   2.64592E-005   3.80402E-005   4.06532E-005   3.31886E-005   3.84655E-005   7.49737E-005   4.48434E-005   7.02579E-005   8.23335E-005   1.60492E-005   8.12237E-005   7.46039E-005   1.88339E-004
-2.58852E+000   5.11767E-005   3.90746E-005   7.20735E-005   2.79604E-005   4.70763E-005   2.14603E-005   4.98940E-005   4.16201E-005   1.95681E-004   5.91577E-005   3.62742E-005   3.64531E-005  -2.30915E-007   2.16032E-005   1.65985E-005   2.74372E-005   4.37484E-005   2.95934E-005   7.56391E-005   2.60693E-005   1.39711E-004   3.90242E-005   4.59219E-005   3.16687E-005   1.68816E-005   3.17253E-005   5.76567E-005   6.48754E-005  -1.06196E-005   6.30324E-005   4.44327E-005   1.48356E-004
-2.49084E+000   3.55424E-006   3.93899E-005   5.11153E-005   2.87608E-005   8.43172E-005   2.32763E-005   1.88295E-005   4.20507E-005   6.54710E-005   5.39739E-005   1.02363E-004   4.24089E-005   3.64052E-005   2.51368E-005   4.60845E-005   3.06726E-005   7.54781E-005   3.31192E-005   5.82632E-005   2.60292E-005   1.34072E-005   3.20092E-005   3.50695E-005   3.22004E-005   4.54439E-005   3.52605E-005   5.49180E-005   6.74518E-005   2.78178E-005   6.85161E-005   1.57758E-004   1.62867E-004
-2.39316E+000   8.67956E-005   5.02261E-005   3.34555E-005   3.41979E-005   3.99180E-005   2.67193E-005   1.78193E-005   5.05477E-005   1.24486E-004   6.92910E-005   1.35436E-004   5.34560E-005   2.57620E-005   2.93676E-005   2.71297E-005   3.53337E-005   3.09775E-005   3.59820E-005   4.56357E-005   3.02611E-005   1.47189E-004   4.94914E-005   8.41921E-005   4.30507E-005   5.34903E-005   4.31276E-005   5.71230E-005   8.13596E-005  -5.21877E-005   7.53521E-005  -5.31533E-005   1.77352E-004
-2.29548E+000   6.00421E-005   3.93967E-005   7.13550E-005   2.80061E-005   4.70691E-005   2.15049E-005   1.10613E-004   4.41381E-005  -5.12361E-005   4.41855E-005   4.55428E-005   3.71461E-005   2.43497E-005   2.33570E-005   6.18473E-005   3.04688E-005   9.36320E-005   3.29864E-005   7.86299E-005   2.62978E-005   8.87136E-005   3.59541E-005   3.63659E-005   3.10320E-005   1.16932E-004   3.85983E-005   2.82923E-005   6.28318E-005  -8.31956E-005   5.78267E-005   2.08700E-005   1.47007E-004
-2.19780E+000   7.36273E-005   4.24089E-005   5.48589E-005   2.95504E-005   6.61836E-005   2.34122E-005   5.27303E-005   4.46112E-005   6.38754E-005   5.52094E-005   1.01466E-004   4.33971E-005   2.52930E-006   2.33056E-005   7.84764E-005   3.35929E-005   5.34870E-005   3.23532E-005   8.95888E-005   2.87703E-005   3.34863E-005   3.43730E-005   1.88297E-005   3.16910E-005   8.39529E-005   3.89311E-005   9.72462E-005   7.23546E-005   6.06525E-005   7.25592E-005   9.27952E-005   1.62191E-004
-2.10012E+000   1.23776E-004   4.95705E-005   8.10285E-005   3.40151E-005   8.79962E-005   2.70906E-005   1.63462E-004   5.56990E-005   6.67234E-006   5.81129E-005   1.22982E-004   5.06440E-005   6.75084E-005   3.14781E-005   2.86037E-005   3.41755E-005   5.93776E-005   3.70933E-005   4.69179E-005   2.92691E-005   4.89661E-005   4.02061E-005  -1.09621E-006   3.39608E-005   4.94818E-005   4.12287E-005   1.21328E-004   8.38722E-005   2.22040E-005   7.90068E-005   9.14289E-005   1.83423E-004
-2.00244E+000   1.48933E-004   4.18648E-005   3.34365E-005   2.74129E-005   6.04317E-005   2.18977E-005   7.07877E-005   4.27176E-005   7.62222E-005   5.26987E-005   1.99612E-004   4.63904E-005   1.85473E-005   2.30521E-005   7.02371E-005   3.10979E-005   8.18593E-005   3.23412E-005   6.62236E-005   2.56046E-005   1.31248E-004   3.87107E-005   4.61502E-005   3.18600E-005   8.91037E-005   3.69596E-005   9.59762E-005   6.79881E-005   6.98990E-005   6.88845E-005   4.44170E-005   1.49252E-004
-1.90476E+000   9.22876E-005   5.00069E-005   5.32577E-005   3.43771E-005   5.93349E-005   2.70724E-005   1.00612E-004   5.43583E-005  -9.40930E-005   5.08799E-005   1.25158E-004   5.23250E-005   4.40932E-005   3.06220E-005   6.13687E-005   3.78299E-005   3.63050E-005   3.61820E-005   8.49497E-005   3.31799E-005   1.51773E-004   4.94753E-005   1.32089E-004   4.65429E-005  -7.47727E-006   3.71323E-005   9.86310E-005   8.44095E-005  -1.36979E-004   6.63820E-005   1.70387E-004   1.95467E-004
-1.80708E+000   3.93680E-005   4.04650E-005   9.52987E-005   2.96284E-005   3.63385E-005   2.21413E-005   1.21060E-004   4.64058E-005   6.37292E-005   5.39152E-005   1.22512E-004   4.36871E-005   3.90542E-005   2.53368E-005   6.99797E-005   3.22674E-005   3.37281E-005   3.01433E-005   1.07117E-004   2.91780E-005   8.24124E-005   3.70337E-005   8.38568E-005   3.57907E-005   3.41080E-005   3.44479E-005   6.33333E-005   6.81575E-005  -9.04836E-005   5.96663E-005  -7.48963E-005   1.45870E-004
-1.70940E+000   5.96598E-005   3.93826E-005   2.22099E-005   2.70943E-005   6.93530E-005   2.20208E-005   8.43414E-005   4.31011E-005   3.17463E-005   4.97561E-005   2.08711E-004   4.67290E-005   1.22493E-005   2.25316E-005   1.11928E-004   3.34570E-005   8.57561E-005   3.24850E-005   6.92485E-005   2.57114E-005   6.16339E-005   3.41768E-005   3.68353E-005   3.10656E-005   6.96123E-005   3.55432E-005   8.61773E-005   6.70516E-005   1.50089E-004   7.36597E-005   6.54302E-005   1.50140E-004
-1.61172E+000   5.03206E-005   4.89234E-005   1.20684E-004   3.61136E-005   2.99621E-005   2.63768E-005   9.61234E-005   5.44657E-005   1.22305E-004   6.90109E-005   1.10742E-004   5.15491E-005   4.93319E-005   3.12142E-005   1.27296E-004   4.28951E-005   6.93365E-005   3.92573E-005   9.57742E-005   3.41746E-005   1.45700E-004   4.92914E-005   9.73338E-005   4.40517E-005   1.49574E-004   5.07138E-005   9.94669E-005   8.49859E-005   2.95083E-005   8.24464E-005   1.71972E-004   1.96802E-004
-1.51404E+000   4.36357E-005   4.05969E-005   3.20356E-005   2.84324E-005   3.72425E-005   2.21696E-005   2.17769E-004   5.01515E-005   2.24781E-005   5.12428E-005   1.22409E-004   4.36896E-005   8.63891E-005   2.83295E-005   6.98984E-005   3.22692E-005   5.63747E-005   3.18119E-005   1.38907E-004   3.10512E-005   1.37259E-004   4.05714E-005   7.38529E-005   3.50976E-005   9.63408E-005   3.88652E-005   1.14533E-004   7.19303E-005   1.60967E-004   7.74381E-005   2.89145E-004   1.72005E-004
-1.41636E+000   1.00388E-004   4.08081E-005   8.58049E-005   2.85103E-005   6.56922E-005   2.21236E-005   1.50810E-004   4.60431E-005   5.73540E-005   5.17947E-005   1.60765E-004   4.44493E-005   7.84867E-005   2.69354E-005   6.66776E-005   3.10137E-005   1.28752E-004   3.54018E-005   6.32123E-005   2.55192E-005   9.46364E-005   3.66110E-005   6.01848E-005   3.30027E-005   1.37834E-004   4.01671E-005   6.76212E-005   6.62836E-005   7.91063E-005   6.98087E-005   1.88297E-006   1.46958E-004
-1.31868E+000   6.73314E-005   4.97537E-005   1.43891E-004   3.68058E-005   5.08248E-005   2.71336E-005   1.18347E-004   5.58247E-005   1.82551E-004   7.35246E-005   1.73233E-004   5.62583E-005   6.43470E-005   3.25174E-005   1.57957E-004   4.51622E-005   3.68631E-005   3.66333E-005   6.04792E-005   3.15801E-005   1.75478E-004   5.16343E-005   9.79167E-005   4.42987E-005   2.10606E-004   5.52559E-005   2.04247E-004   9.40918E-005  -5.43131E-005   7.54684E-005   2.39120E-004   2.03329E-004
-1.22100E+000   3.31232E-006   3.95218E-005   1.35642E-004   3.04330E-005   9.23325E-005   2.35322E-005   1.53621E-004   4.77847E-005   2.20541E-004   6.31966E-005   1.91506E-004   4.77890E-005   1.09893E-004   2.97421E-005   8.20030E-005   3.30863E-005   1.10680E-004   3.55301E-005   1.35230E-004   3.08796E-005   1.47001E-004   4.12226E-005   1.08349E-004   3.75117E-005   1.32430E-004   4.12643E-005   1.03566E-004   7.12634E-005   1.02055E-004   7.37918E-005   8.21241E-005   1.57998E-004
-1.12332E+000   1.58670E-004   4.33337E-005   8.36578E-005   2.91563E-005   7.73906E-005   2.29340E-005   2.42053E-004   5.05898E-005   3.31477E-004   6.82466E-005   2.31188E-004   4.94481E-005   1.02014E-004   2.89866E-005   1.58606E-004   3.71857E-005   1.81718E-004   3.94145E-005   1.33949E-004   3.04913E-005   1.85193E-004   4.30327E-005   9.85633E-005   3.64744E-005   1.42030E-004   4.14327E-005   2.56679E-004   8.07254E-005   7.06585E-006   6.65358E-005   4.16735E-005   1.53372E-004
-1.02564E+000   1.04763E-004   4.86868E-005   1.28171E-004   3.48189E-005   4.08191E-005   2.56276E-005   2.47287E-004   5.89768E-005   2.45197E-004   7.41580E-005   1.24415E-004   5.04306E-005   5.51023E-005   3.03831E-005   2.05566E-004   4.60617E-005   1.15910E-004   4.12207E-005   1.75124E-004   3.80344E-005   1.50799E-004   4.76451E-005   1.73331E-004   4.78091E-005   1.41756E-004   4.80992E-005   1.67551E-004   8.70517E-005   7.83148E-005   8.29957E-005   4.32511E-005   1.78321E-004
-9.27958E-001   3.74351E-005   4.04707E-005   1.98635E-004   3.15412E-005   1.25415E-004   2.42786E-005   2.14816E-004   5.00972E-005   2.21758E-004   6.32404E-005   3.52726E-004   5.60797E-005   1.47721E-004   3.18183E-005   1.98477E-004   3.96984E-005   1.52216E-004   3.80880E-005   1.60528E-004   3.22932E-005   2.32708E-004   4.61217E-005   1.43742E-004   3.97764E-005   1.90320E-004   4.47537E-005   2.69474E-004   8.23467E-005   1.51957E-004   7.69604E-005   4.50291E-004   1.82570E-004
-8.30278E-001   2.26847E-004   5.49889E-005   2.22501E-004   3.85994E-005   1.90677E-004   3.10467E-005   4.37902E-004   6.97701E-005   2.02812E-004   7.50987E-005   4.45015E-004   7.27384E-005   1.57911E-004   3.90406E-005   3.02400E-004   5.40187E-005   2.67924E-004   5.36335E-005   2.86750E-004   4.65488E-005   3.42779E-004   6.24069E-005   2.71167E-004   5.67751E-005   3.39428E-004   6.35725E-005   4.73346E-004   1.13682E-004   1.13930E-004   9.00330E-005   2.06151E-004   2.01303E-004
-7.32597E-001   8.44314E-005   4.01952E-005   3.53668E-004   3.28563E-005   2.79922E-004   2.65028E-005   9.71087E-004   7.02635E-005   5.38632E-004   7.55674E-005   7.32998E-004   6.92117E-005   2.81726E-004   3.68365E-005   6.09416E-004   5.50598E-005   4.26685E-004   4.99774E-005   3.87128E-004   4.13240E-005   4.77764E-004   5.56924E-005   2.61938E-004   4.48005E-005   3.58135E-004   5.15772E-005   3.42864E-004   8.34969E-005   3.20297E-004   8.36047E-005   2.11996E-004   1.60661E-004
-6.34917E-001   1.26391E-004   4.28055E-005   8.36375E-004   4.11868E-005   6.41041E-004   3.39447E-005   2.42532E-003   1.03711E-004   1.18525E-003   1.02842E-004   2.13197E-003   1.12421E-004   7.35622E-004   5.47593E-005   1.27065E-003   7.74667E-005   8.59735E-004   6.82568E-005   1.14594E-003   6.72843E-005   1.67329E-003   9.65229E-005   6.29053E-004   6.31080E-005   9.15838E-004   7.59026E-005   7.61158E-004   1.08618E-004   1.99725E-004   7.97170E-005   2.89429E-004   1.71779E-004
-5.37237E-001   2.43245E-004   5.51141E-005   1.58457E-003   6.04338E-005   1.20911E-003   5.06707E-005   4.31338E-003   1.60463E-004   2.29663E-003   1.62117E-004   4.04637E-003   1.81806E-004   1.42728E-003   8.78544E-005   2.91756E-003   1.36088E-004   2.18755E-003   1.24328E-004   2.23013E-003   1.09963E-004   3.05710E-003   1.53163E-004   1.66611E-003   1.14863E-004   1.67877E-003   1.18534E-004   1.65697E-003   1.74198E-004   9.93933E-004   1.42437E-004   1.45590E-003   2.84677E-004
-4.39557E-001   5.51592E-004   5.10109E-005   2.87227E-003   6.07496E-005   2.14891E-003   5.11528E-005   7.61550E-003   1.67715E-004   5.15011E-003   1.87198E-004   9.41265E-003   2.19280E-004   3.35749E-003   1.05095E-004   6.58284E-003   1.61476E-004   4.91212E-003   1.46531E-004   5.16591E-003   1.32217E-004   7.27301E-003   1.86425E-004   3.46223E-003   1.29452E-004   4.85969E-003   1.56208E-004   4.36398E-003   2.12779E-004   1.81602E-003   1.42766E-004   1.96250E-003   2.50291E-004
-3.41877E-001   9.49737E-004   6.10269E-005   5.29502E-003   8.22092E-005   3.89009E-003   6.91684E-005   1.31057E-002   2.26734E-004   1.01965E-002   2.69811E-004   1.85063E-002   3.18963E-004   7.12453E-003   1.57744E-004   1.30655E-002   2.35759E-004   9.98888E-003   2.15969E-004   1.06213E-002   1.96509E-004   1.40125E-002   2.68162E-004   7.09603E-003   1.90607E-004   9.69742E-003   2.27674E-004   8.66282E-003   3.05555E-004   3.77159E-003   2.02483E-004   3.84440E-003   3.32539E-004
-2.44197E-001   1.44952E-003   8.33395E-005   7.74147E-003   1.16658E-004   5.31284E-003   9.53483E-005   1.82396E-002   3.18172E-004   1.53484E-002   3.93532E-004   2.60054E-002   4.51128E-004   1.00459E-002   2.23238E-004   1.91679E-002   3.40699E-004   1.45774E-002   3.11132E-004   1.53004E-002   2.81440E-004   2.13401E-002   3.94881E-004   1.05592E-002   2.76910E-004   1.45841E-002   3.32765E-004   1.16562E-002   4.21304E-004   5.81239E-003   2.94697E-004   5.44730E-003   4.58278E-004
-1.46517E-001   2.40640E-003   8.07375E-005   1.08669E-002   1.11092E-004   7.30529E-003   8.96634E-005   2.34696E-002   2.91228E-004   2.05037E-002   3.65432E-004   3.40082E-002   4.17083E-004   1.37015E-002   2.09977E-004   2.55991E-002   3.18256E-004   1.93327E-002   2.88787E-004   2.03219E-002   2.62037E-004   2.81163E-002   3.66098E-004   1.43692E-002   2.59698E-004   1.94136E-002   3.09152E-004   1.60134E-002   3.95378E-004   7.88703E-003   2.73145E-004   8.36327E-003   4.43499E-004
-4.88367E-002   4.18537E-003   1.26682E-004   1.48016E-002   1.60138E-004   9.44888E-003   1.26205E-004   2.90802E-002   4.02646E-004   2.68966E-002   5.20829E-004   4.21182E-002   5.77125E-004   1.70851E-002   2.91801E-004   3.20578E-002   4.42913E-004   2.38401E-002   3.99114E-004   2.60114E-002   3.68861E-004   3.47372E-002   5.06154E-004   1.79177E-002   3.61074E-004   2.44476E-002   4.31870E-004   2.08146E-002   5.60870E-004   9.57797E-003   3.73814E-004   1.13752E-002   6.36468E-004
 4.88434E-002   6.06500E-003   1.24651E-004   1.87166E-002   1.51939E-004   1.17825E-002   1.18223E-004   3.24208E-002   3.56634E-004   3.07432E-002   4.65415E-004   4.75350E-002   5.14774E-004   1.99919E-002   2.64294E-004   3.82179E-002   4.06405E-004   2.82244E-002   3.63797E-004   2.95995E-002   3.30244E-004   4.01410E-002   4.56576E-004   2.09195E-002   3.26107E-004   2.82416E-002   3.88477E-004   2.41558E-002   5.03788E-004   1.10892E-002   3.34340E-004   1.25490E-002   5.54911E-004
 1.46523E-001   9.26324E-003   1.46576E-004   2.23288E-002   1.61335E-004   1.39044E-002   1.24373E-004   3.40008E-002   3.52987E-004   3.33751E-002   4.68215E-004   4.91429E-002   5.05853E-004   2.08795E-002   2.60849E-004   3.95801E-002   3.99766E-004   3.05684E-002   3.65879E-004   3.17475E-002   3.30754E-004   4.20267E-002   4.51516E-004   2.21037E-002   3.23590E-004   3.11643E-002   3.94326E-004   2.59975E-002   5.04098E-004   1.27801E-002   3.45406E-004   1.38233E-002   5.59803E-004
 2.44204E-001   1.17995E-002   2.04271E-004   2.45030E-002   2.07311E-004   1.56548E-002   1.62751E-004   3.32227E-002   4.31040E-004   3.21715E-002   5.70117E-004   4.87701E-002   6.22502E-004   2.07044E-002   3.21774E-004   3.92052E-002   4.91304E-004   2.91818E-002   4.42461E-004   2.98193E-002   3.95784E-004   4.02452E-002   5.45970E-004   2.17818E-002   3.98557E-004   2.94002E-002   4.74362E-004   2.51348E-002   6.16205E-004   1.28844E-002   4.31555E-004   1.47601E-002   7.18865E-004
 3.41884E-001   1.46572E-002   1.89796E-004   2.51801E-002   1.77818E-004   1.68098E-002   1.42054E-004   2.94934E-002   3.39772E-004   2.91617E-002   4.53214E-004   4.32958E-002   4.90505E-004   1.88369E-002   2.56414E-004   3.60753E-002   3.94448E-004   2.67513E-002   3.53986E-004   2.73556E-002   3.17080E-004   3.71775E-002   4.38891E-004   2.03457E-002   3.21581E-004   2.83711E-002   3.89423E-004   2.23610E-002   4.84854E-004   1.19677E-002   3.46942E-004   1.28233E-002   5.60576E-004
 4.39564E-001   1.78123E-002   2.01679E-004   2.46530E-002   1.69975E-004   1.79109E-002   1.41863E-004   2.49301E-002   3.00732E-004   2.58097E-002   4.10726E-004   3.61145E-002   4.30790E-004   1.60452E-002   2.27800E-004   3.14931E-002   3.54606E-004   2.31016E-002   3.16625E-004   2.34485E-002   2.82419E-004   3.11725E-002   3.86540E-004   1.63588E-002   2.77600E-004   2.32000E-002   3.38840E-004   1.90296E-002   4.31182E-004   9.83184E-003   3.03932E-004   1.05768E-002   4.93992E-004
 5.37244E-001   2.04565E-002   2.67962E-004   2.37036E-002   2.04027E-004   1.82588E-002   1.76379E-004   2.11909E-002   3.44131E-004   2.16519E-002   4.68353E-004   3.05229E-002   4.90952E-004   1.36928E-002   2.61576E-004   2.75348E-002   4.10706E-004   2.05531E-002   3.71053E-004   1.92233E-002   3.16963E-004   2.69178E-002   4.45591E-004   1.38023E-002   3.17532E-004   2.02016E-002   3.93125E-004   1.60465E-002   4.94379E-004   8.44671E-003   3.52755E-004   9.61908E-003   5.90740E-004
 6.34924E-001   2.24545E-002   2.35550E-004   2.22828E-002   1.66916E-004   1.85361E-002   1.49867E-004   1.78534E-002   2.64181E-004   1.86086E-002   3.62644E-004   2.51188E-002   3.71987E-004   1.12080E-002   1.97622E-004   2.31957E-002   3.14973E-004   1.63228E-002   2.76051E-004   1.65616E-002   2.45765E-004   2.28011E-002   3.42542E-004   1.20138E-002   2.47310E-004   1.66000E-002   2.97531E-004   1.34696E-002   3.78382E-004   6.97817E-003   2.68610E-004   8.07287E-003   4.54977E-004
 7.32604E-001   2.39598E-002   2.34049E-004   1.94870E-002   1.49679E-004   1.78661E-002   1.41439E-004   1.32668E-002   2.18898E-004   1.34877E-002   2.96820E-004   1.81910E-002   3.03470E-004   8.16344E-003   1.61921E-004   1.74511E-002   2.61764E-004   1.21207E-002   2.28213E-004   1.20363E-002   2.00809E-004   1.66939E-002   2.80962E-004   8.58541E-003   2.00865E-004   1.18366E-002   2.41155E-004   9.21358E-003   3.01893E-004   5.36546E-003   2.27945E-004   5.51201E-003   3.69656E-004
 8.30284E-001   2.43788E-002   2.92432E-004   1.68539E-002   1.71166E-004   1.71707E-002   1.70770E-004   1.01340E-002   2.39309E-004   9.11081E-003   3.06033E-004   1.23810E-002   3.12378E-004   6.09056E-003   1.74834E-004   1.17994E-002   2.68086E-004   7.79873E-003   2.28789E-004   7.78764E-003   2.01496E-004   1.13172E-002   2.88577E-004   6.31999E-003   2.15735E-004   7.67599E-003   2.43022E-004   5.80224E-003   3.02684E-004   3.75953E-003   2.42389E-004   4.03775E-003   4.06571E-004
 9.27964E-001   2.34569E-002   2.40235E-004   1.43683E-002   1.32563E-004   1.58847E-002   1.37847E-004   7.59208E-003   1.73497E-004   6.56903E-003   2.17643E-004   8.24831E-003   2.12931E-004   3.84128E-003   1.16213E-004   7.64543E-003   1.80092E-004   5.43073E-003   1.59452E-004   5.36385E-003   1.39555E-004   7.28830E-003   1.93368E-004   3.64973E-003   1.37576E-004   5.24177E-003   1.67910E-004   4.23938E-003   2.17575E-004   2.25674E-003   1.61634E-004   2.50530E-003   2.81959E-004
 1.02564E+000   2.21771E-002   2.25391E-004   1.17690E-002   1.15783E-004   1.45593E-002   1.27271E-004   5.42562E-003   1.42768E-004   4.05637E-003   1.67317E-004   5.33572E-003   1.66080E-004   2.44605E-003   9.02413E-005   4.83176E-003   1.38687E-004   3.19304E-003   1.18909E-004   3.10251E-003   1.03030E-004   4.56371E-003   1.48400E-004   2.08397E-003   1.01810E-004   3.06468E-003   1.25167E-004   2.01045E-003   1.50898E-004   1.36410E-003   1.27620E-004   1.70349E-003   2.38818E-004
 1.12332E+000   2.00506E-002   2.64887E-004   9.33864E-003   1.27843E-004   1.29947E-002   1.48035E-004   4.15082E-003   1.57248E-004   3.16840E-003   1.86336E-004   3.81018E-003   1.76221E-004   1.79368E-003   9.72695E-005   3.41181E-003   1.46166E-004   2.27358E-003   1.26233E-004   2.20799E-003   1.09145E-004   2.96184E-003   1.50481E-004   1.62855E-003   1.13362E-004   1.95284E-003   1.26564E-004   1.63288E-003   1.72649E-004   7.51818E-004   1.29584E-004   6.94642E-004   2.35779E-004
 1.22100E+000   1.79129E-002   2.09627E-004   7.91560E-003   9.88378E-005   1.13165E-002   1.15791E-004   3.44399E-003   1.20440E-004   2.28229E-003   1.34188E-004   2.82773E-003   1.27615E-004   1.31782E-003   7.03478E-005   2.46813E-003   1.04461E-004   1.51977E-003   8.73208E-005   1.52049E-003   7.63376E-005   2.01795E-003   1.04825E-004   1.05037E-003   7.77423E-005   1.52071E-003   9.41366E-005   1.15571E-003   1.25556E-004   5.44789E-004   9.81418E-005   5.81555E-004   1.89497E-004
 1.31868E+000   1.52776E-002   2.31684E-004   6.32693E-003   1.06518E-004   9.23528E-003   1.24908E-004   2.63912E-003   1.28872E-004   1.65634E-003   1.40890E-004   2.10386E-003   1.33988E-004   1.06570E-003   7.69434E-005   1.91338E-003   1.11594E-004   1.27682E-003   9.70925E-005   1.26458E-003   8.43405E-005   1.77370E-003   1.18814E-004   7.74378E-004   8.22475E-005   1.14138E-003   9.98485E-005   9.25638E-004   1.39273E-004   4.46314E-004   1.12110E-004   3.34612E-004   2.09559E-004
 1.41636E+000   1.31088E-002   1.72588E-004   4.94636E-003   7.63522E-005   7.72868E-003   9.19926E-005   2.09823E-003   9.34660E-005   1.12903E-003   9.66233E-005   1.34151E-003   8.78082E-005   6.69674E-004   5.04305E-005   1.12166E-003   7.02580E-005   7.51164E-004   6.17846E-005   7.59156E-004   5.37917E-005   1.00353E-003   7.39565E-005   4.50200E-004   5.32410E-005   6.82722E-004   6.45670E-005   3.29847E-004   8.20834E-005   3.25800E-004   8.32028E-005   2.30628E-004   1.60342E-004
 1.51404E+000   1.01693E-002   1.58551E-004   3.14985E-003   6.52514E-005   5.51120E-003   8.11028E-005   1.16581E-003   7.73879E-005   6.26605E-004   8.17620E-005   7.40558E-004   7.17996E-005   2.93822E-004   3.85740E-005   5.36320E-004   5.42013E-005   2.81219E-004   4.48346E-005   3.86832E-004   4.26871E-005   4.82713E-004   5.77491E-005   3.43924E-004   5.04311E-005   5.02343E-004   5.98368E-005   2.86852E-004   8.27677E-005   1.98104E-004   7.91382E-005   4.22475E-004   1.79284E-004
 1.61172E+000   7.67716E-003   1.66341E-004   2.13374E-003   6.70343E-005   4.23583E-003   8.58386E-005   7.41317E-004   7.98634E-005   4.25581E-004   8.76628E-005   3.54658E-004   6.70370E-005   1.79960E-004   3.99634E-005   3.51340E-004   5.61034E-005   3.22676E-004   5.63327E-005   2.32013E-004   4.29750E-005   3.52210E-004   6.23136E-005   1.03952E-004   4.43642E-005   3.27183E-004   6.21935E-005   1.28492E-004   8.70069E-005   9.88371E-005   8.76188E-005   7.36534E-005   1.87311E-004
 1.70941E+000   5.42903E-003   1.13445E-004   1.17218E-003   4.33636E-005   2.65971E-003   5.56172E-005   4.83578E-004   5.63303E-005   4.05326E-004   6.89174E-005   3.12821E-004   5.14700E-005   1.19920E-004   2.87760E-005   2.30790E-004   3.93045E-005   1.54896E-004   3.63350E-005   2.39107E-004   3.45768E-005   2.60862E-004   4.52753E-005   1.58300E-004   3.86403E-005   2.01031E-004   4.31117E-005   1.78326E-004   7.25213E-005   5.07244E-005   6.65841E-005   6.36080E-005   1.48237E-004
 1.80709E+000   3.60244E-003   9.86374E-005   6.84927E-004   3.87744E-005   1.65893E-003   4.74123E-005   3.33568E-004   5.37586E-005   3.54166E-004   6.93353E-005   1.89785E-004   4.71724E-005   1.62484E-004   3.22657E-005   1.14184E-004   3.46409E-005   1.68156E-004   3.86293E-005   1.54889E-004   3.16619E-005   1.35848E-004   4.00878E-005   9.27941E-005   3.60400E-005   1.67263E-004   4.29357E-005   1.13623E-004   7.10730E-005  -6.03931E-005   6.12415E-005   1.96837E-004   1.63882E-004
 1.90477E+000   2.53737E-003   1.01963E-004   5.29584E-004   4.35866E-005   1.15347E-003   4.91615E-005   3.31864E-004   6.41139E-005   1.20363E-004   6.77656E-005   2.82468E-004   6.22269E-005   7.72733E-005   3.28173E-005   1.54337E-004   4.41000E-005   1.45304E-004   4.45132E-005   1.14154E-004   3.50179E-005   2.06752E-004   5.28341E-005   5.36028E-005   3.96948E-005   1.24990E-004   4.81471E-005   1.70593E-004   8.95521E-005   1.79842E-004   9.28136E-005   4.27276E-004   2.13648E-004
 2.00245E+000   1.83767E-003   7.26673E-005   4.36469E-004   3.38368E-005   8.27326E-004   3.52534E-005   3.01402E-004   5.07678E-005   2.31564E-004   6.08204E-005   1.67627E-004   4.42778E-005   8.01138E-005   2.66831E-005   2.20527E-004   3.89706E-005   1.63915E-004   3.70044E-005   1.20354E-004   2.86292E-005   2.07211E-004   4.26728E-005   8.62527E-005   3.43291E-005   1.11555E-004   3.80619E-005   1.88358E-004   7.35214E-005   2.01330E-004   7.62805E-005   8.39119E-005   1.50498E-004
 2.10013E+000   1.31422E-003   6.69715E-005   3.40029E-004   3.35188E-005   5.67464E-004   3.24522E-005   1.84811E-004   4.83513E-005   2.98609E-004   6.65108E-005   1.57284E-004   4.52801E-005   1.82352E-005   2.36108E-005   1.21685E-004   3.50504E-005   9.57338E-005   3.41316E-005   7.75063E-005   2.70297E-005   1.79456E-004   4.26512E-005   9.71001E-005   3.63014E-005   9.99007E-005   3.86679E-005   2.13826E-004   7.78379E-005  -4.22572E-005   6.25951E-005   2.16558E-004   1.65099E-004
